,SiteId,CompanyName,StreetNameAndNumber,PostalCode,Country,ID_Eurostat,Subsector_Name,Latitude,Longitude,NUTS1ID,NUTS3ID,H2-Potential in TWh,ProcessInfo,geometry
261,262,Stora Enso Kabel GmbH & Co. KG,Schwerter Strasse 263 ,58099,DE,3,Paper and printing,51.391714,7.465925,DEA,DEA53,0.65,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.65 </td>
 </table>
",POINT (7.465925 51.391714)
262,263,Julius Glatz GmbH,Staatstrasse 37-41 ,67488,DE,3,Paper and printing,49.389297,8.046563,DEB,DEB3C,0.0316,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.025 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0066 </td>
 </table>
",POINT (8.046563000000001 49.389297)
263,264,Steinbeis Papier GmbH,Stadtstr.20 ,25348,DE,3,Paper and printing,53.780944,9.428941,DEF,DEF0E,0.3852,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.2167 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.1445 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.024 </td>
 </table>
",POINT (9.428941 53.780944)
264,265,Pappenfabrik Trauchgau GmbH & Co. KG,Stockingen 2 ,87642,DE,3,Paper and printing,47.642118,10.818257,DE2,DE27B,0.0038,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0019 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0019 </td>
 </table>
",POINT (10.818257 47.642118)
265,266,Norske Skog Walsum GmbH,Theodor-Heuss-Strasse 228 ,47179,DE,3,Paper and printing,51.522712,6.714658,DEA,DEA12,0.2626,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.2626 </td>
 </table>
",POINT (6.714658 51.522712)
266,267,Metsä Tissue GmbH,Theo-Strepp-Str. 2-6 ,52372,DE,3,Paper and printing,50.746855,6.489329,DEA,DEA26,0.2809,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0289 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0126 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.1674 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0054 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0315 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0315 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0036 </td>
 </table>
",POINT (6.489329 50.746855)
267,268,Werra Papier Wernshausen GmbH,Unterm Bahnhof 10 ,98590,DE,3,Paper and printing,50.722923,10.355408,DEG,DEG0B,0.1156,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0868 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0189 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0099 </td>
 </table>
",POINT (10.355408 50.722923)
268,269,RA Dr. Mark Boddenberg InsV Reflex Premium Papier AG,Veldener Strasse 121-131 ,52349,DE,3,Paper and printing,50.808235,6.475587,DEA,DEA26,0.0442,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0263 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0179 </td>
 </table>
",POINT (6.475587 50.808235)
269,270,Kraftwerks-Gesellschaft Unterkochen GmbH,Waldhäuser Str. 41,73432,DE,3,Paper and printing,48.816304,10.134352,DE1,DE11D,0.0804,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0804 </td>
 </table>
",POINT (10.134352 48.816304)
270,271,Buchmann GmbH,Wasgaustraße 5 ,76855,DE,3,Paper and printing,49.208284,7.936921,DEB,DEB3H,0.0134,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0134 </td>
 </table>
",POINT (7.936921 49.208284)
271,272,Papierfabrik Niederauer Mühle GmbH,Windener Weg 1 ,52372,DE,3,Paper and printing,50.742363,6.482907,DEA,DEA26,0.3519,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.3128 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0391 </td>
 </table>
",POINT (6.482907 50.742363)
272,273,Neukölln Spezialpapier NK GmbH & Co.KG,Woermannkehre 2 ,12359,DE,3,Paper and printing,52.461989,13.452845,DE3,DE300,0.0223,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0223 </td>
 </table>
",POINT (13.452845 52.461989)
273,274,Kartonfabrik Buchmann,Wasgaustraße 5,76855,DE,3,Paper and printing,49.20929,7.93561,DEB,DEB3H,0.1429,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0357 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1072 </td>
 </table>
",POINT (7.93561 49.20929)
274,275,Brücher GmbH,Nibelungenstraße 381,64625,DE,3,Paper and printing,49.696829,8.666576,DE7,DE715,0.2144,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1072 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1072 </td>
 </table>
",POINT (8.666575999999999 49.696829)
275,276,Hahnemühle FineArt GmbH,Hahnestraße 5,37586,DE,3,Paper and printing,51.780068,9.691753,DE9,DE918,0.0066,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0027 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0039 </td>
 </table>
",POINT (9.691753 51.780068)
276,277,Neenah Gessner GmbH,Weidacher Str. 30,83620,DE,3,Paper and printing,47.892579,11.843464,DE2,DE21K,0.0268,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0268 </td>
 </table>
",POINT (11.843464 47.892579)
277,278,Julius Glatz,Staatsstraße 37 - 41,67468,DE,3,Paper and printing,49.373208,8.0467,DEB,DEB3C,0.0152,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0152 </td>
 </table>
",POINT (8.0467 49.373208)
278,279,Papierfabrik Louisenthal GmbH,Louisenthal 1,83703,DE,3,Paper and printing,47.75727,11.74438,DE2,DE21F,0.0066,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0066 </td>
 </table>
",POINT (11.74438 47.75727)
279,280,Büttenpapierfabrik Gmund GmbH & Co. KG,Mangfallstraße 5,83703,DE,3,Paper and printing,47.7546,11.74162,DE2,DE21F,0.0066,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0066 </td>
 </table>
",POINT (11.74162 47.7546)
280,281,Baron-Well GmbH,Wolfenbütteler Str. 44,38640,DE,3,Paper and printing,51.9111,10.48467,DE9,DE916,0.0013,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0013 </td>
 </table>
",POINT (10.48467 51.9111)
281,282,Papierfabrik Zerkall Renker & Söhne GmbH & Co. KG,Gustav-Renker-Straße 5,52393,DE,3,Paper and printing,50.68909,6.44732,DEA,DEA26,0.1707,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.1576 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0131 </td>
 </table>
",POINT (6.44732 50.68909)
282,283,Hellbut & Co. GmbH,Ilfelder Tal 1,99768,DE,3,Paper and printing,51.588003,10.782994,DEG,DEG07,0.0045,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0045 </td>
 </table>
",POINT (10.782994 51.588003)
283,284,Krempel,Am Kanaldamm 17,76456,DE,3,Paper and printing,48.836482,8.245109,DE1,DE124,0.1072,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1072 </td>
 </table>
",POINT (8.245108999999999 48.836482)
284,285,WEPA,Unterm Klausknapp 5,34431,DE,3,Paper and printing,51.41948,8.81011,DEA,DEA57,0.1197,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.112 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0077 </td>
 </table>
",POINT (8.81011 51.41948)
285,286,Papierfabrik Nettemühle GmbH & Co. KG,August-Horch-Straße 17,56736,DE,3,Paper and printing,50.321416,7.234259,DEB,DEB17,0.0076,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0076 </td>
 </table>
",POINT (7.234259 50.321416)
286,287,Melitta Haushaltsprodukte GmbH & Co. KG,Melittastraße 44,32427,DE,3,Paper and printing,52.29885,8.90597,DEA,DEA46,0.0279,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0268 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0011 </td>
 </table>
",POINT (8.90597 52.29885)
287,288,Delkeskamp,Hauptstraße 14,49638,DE,3,Paper and printing,52.61724,7.859373,DE9,DE94E,0.1308,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0778 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0384 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0146 </td>
 </table>
",POINT (7.859373 52.61724)
288,289,Mondi,Angererstraße 25,83064,DE,3,Paper and printing,47.79584,12.1193,DE2,DE21K,0.2183,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1341 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0626 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0216 </td>
 </table>
",POINT (12.1193 47.79584)
289,290,Pfleiderer Spezialpapiere,Adolf-Pfleiderer-Straße 19,94244,DE,3,Paper and printing,49.04242,13,DE2,DE229,0.0338,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0338 </td>
 </table>
",POINT (13 49.04242)
290,291,Panther Packaging,Altonaerstraße 40,25436,DE,3,Paper and printing,53.69535,9.71502,DEF,DEF09,0.0705,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0518 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0107 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.008 </td>
 </table>
",POINT (9.715020000000001 53.69535)
291,292,Froeb-Verpackungen,Lehestener Str. 63,7343,DE,3,Paper and printing,50.455332,11.530805,DEG,DEG0K,0.0007,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0007 </td>
 </table>
",POINT (11.530805 50.455332)
292,293,Kartonfabrik Porstendorf,Fabrikstraße,07778,DE,3,Paper and printing,50.97563,11.64217,DEG,DEG0J,0.0166,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0056 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0055 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0055 </td>
 </table>
",POINT (11.64217 50.97563)
293,294,Albert Köhler,Grünstraße 4,77723,DE,3,Paper and printing,48.40364,8.01008,DE1,DE134,0.0208,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0052 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0052 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0052 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0052 </td>
 </table>
",POINT (8.01008 48.40364)
294,295,W & M Pappen GmbH & Co. KG,Pappmühle 2,32676,DE,3,Paper and printing,51.91245,9.25262,DEA,DEA45,0.0008,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0008 </td>
 </table>
",POINT (9.25262 51.91245)
295,296,Hellbut & Co. GmbH,Ilfelder Tal 1,99768,DE,3,Paper and printing,51.58787,10.78304,DEG,DEG07,0.0045,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0045 </td>
 </table>
",POINT (10.78304 51.58787)
296,297,Illig'sche Papierfabrik,Rheinstr. 38,64367,DE,3,Paper and printing,49.8189,8.67893,DE7,DE716,0.0108,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0036 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0036 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0036 </td>
 </table>
",POINT (8.678929999999999 49.8189)
297,298,Sofidel,Unterm Bahnhof 10,98574,DE,3,Paper and printing,50.72413,10.35602,DEG,DEG0B,0.0304,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0304 </td>
 </table>
",POINT (10.35602 50.72413)
298,299,Papierfabrik Carl Lenz GmbH & Co.,Hauptstraße 40,79664,DE,3,Paper and printing,47.62791,7.90486,DE1,DE13A,0.0007,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0007 </td>
 </table>
",POINT (7.90486 47.62791)
299,300,Flexipack International Wunderlich GmbH + Co KG,Papiermacherstr. 2,57482,DE,3,Paper and printing,50.979,7.83623,DEA,DEA59,0.0017,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0017 </td>
 </table>
",POINT (7.83623 50.979)
300,301,Krempel,Bahnhofstraße 3,9380,DE,3,Paper and printing,50.693651,12.845634,DED,DED42,0.009,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0045 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0045 </td>
 </table>
",POINT (12.845634 50.693651)
301,302,Grünperga Papier GmbH,Am Güterbahnhof 3 ,9579,DE,3,Paper and printing,50.778814,13.158782,DED,DED42,0.1072,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.1072 </td>
 </table>
",POINT (13.158782 50.778814)
302,303,Kübler & Niethammer Papierf Kriebstein AG,Bauhofstr. 1 ,9648,DE,3,Paper and printing,51.051032,13.016598,DED,DED43,0.0268,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0268 </td>
 </table>
",POINT (13.016598 51.051032)
303,304,Papierfabrik Louisenthal GmbH,Bielatalstrasse 91-93 ,1824,DE,3,Paper and printing,50.91518,14.071538,DED,DED2F,0.0098,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0098 </td>
 </table>
",POINT (14.071538 50.91518)
304,305,Schoeller Technocell GmbH & Co.KG,Flinschstr 7,9322,DE,3,Paper and printing,50.932741,12.711226,DED,DED43,0.0268,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0268 </td>
 </table>
",POINT (12.711226 50.932741)
305,306,Julius Schulte Trebsen GmbH & Co. KG,Pauschwitzer Str. 45 ,4687,DE,3,Paper and printing,51.282307,12.766139,DED,DED52,0.1519,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0983 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0536 </td>
 </table>
",POINT (12.766139 51.282307)
306,307,Glatfelter Dresden GmbH,Pirnaer Str. 31-33 ,1809,DE,3,Paper and printing,50.971327,13.880082,DED,DED2F,0.0536,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0536 </td>
 </table>
",POINT (13.880082 50.971327)
307,308,Hellbut & Co. GmbH,Muldenweg 1,9629,DE,3,Paper and printing,51.021793,13.339231,DED,DED43,0.0044,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0022 </td>
 <tr> <td nowrap>Board & packaging paper</td> <td>4.9</td> <td>0.0022 </td>
 </table>
",POINT (13.339231 51.021793)
308,309,Stora Enso Sachsen GmbH,Am Schanzberg 1,4838,DE,3,Paper and printing,51.46461046,12.59136792,DED,DED53,0.4202,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.4202 </td>
 </table>
",POINT (12.59136792 51.46461046)
309,310,Kübler & Niethammer Papierf Kriebstein AG,Bauhofstr. 1 ,9648,DE,3,Paper and printing,51.051032,13.016598,DED,DED43,0.1116,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.1116 </td>
 </table>
",POINT (13.016598 51.051032)
310,311,Papierfabrik Hainsberg GmbH,Dresdner Str. 321 ,1705,DE,3,Paper and printing,50.986513,13.639801,DED,DED2F,0.0642,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.046 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0131 </td>
 <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0051 </td>
 </table>
",POINT (13.639801 50.986513)
311,312,Schönfelder Papierfabrik GmbH,Tannenberger Str. 4 ,9456,DE,3,Paper and printing,50.60471,12.99164,DED,DED42,0.0656,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0328 </td>
 <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.0328 </td>
 </table>
",POINT (12.99164 50.60471)
312,313,Felix Schoeller,Fabrikstraße 1,9600,DE,3,Paper and printing,50.87638,13.39566,DED,DED43,0.1379,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Graphic paper</td> <td>7.2</td> <td>0.1379 </td>
 </table>
",POINT (13.39566 50.87638)
313,314,Wepa Papierfabrik Sachsen GmbH,An der Zschopau 2 ,9648,DE,3,Paper and printing,51.046293,13.018068,DED,DED43,0.107,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.0063 </td>
 <tr> <td nowrap>Tissue paper</td> <td>6.9</td> <td>0.1007 </td>
 </table>
",POINT (13.018068 51.046293)
314,315,Stora Enso Sachsen GmbH,Am Schanzberg 1,4838,DE,3,Paper and printing,51.46461046,12.59136792,DED,DED53,0.0432,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0432 </td>
 </table>
",POINT (12.59136792 51.46461046)
315,316,Lunzenauer Papier- und Pappenfabrik GmbH & Co.KG,Altenburger Str. 3 ,9328,DE,3,Paper and printing,50.959523,12.755561,DED,DED43,0.0011,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0011 </td>
 </table>
",POINT (12.755561 50.959523)
316,317,Kübler & Niethammer Papierf Kriebstein AG,Bauhofstr. 1 ,9648,DE,3,Paper and printing,51.051032,13.016598,DED,DED43,0.011,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.011 </td>
 </table>
",POINT (13.016598 51.051032)
317,319,Julius Schulte Trebsen GmbH & Co. KG,Pauschwitzer Str. 45 ,4687,DE,3,Paper and printing,51.282307,12.766139,DED,DED52,0.0191,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.0191 </td>
 </table>
",POINT (12.766139 51.282307)
318,320,Glatfelter Dresden GmbH,Pirnaer Str. 31-33 ,1809,DE,3,Paper and printing,50.971327,13.880082,DED,DED2F,0.001,"<table class=""tooltip-table"">
 <tr> <th>Process</th> <th nowrap>SEC [GJ/t]</th> <th nowrap>H2-Potential [TWh]</th> </tr> <tr> <td nowrap>Recovered fibers</td> <td>0.5</td> <td>0.001 </td>
 </table>
",POINT (13.880082 50.971327)
