id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
4004,Wasserkraftanlage Mutterer Neumagen,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,47.86526,7.800346,{nan},{'JRC': {'JRC-H3040'}}
4005,Wasserkraftanlage Naujoks Neu Kaliss,Hydro,Run-Of-River,PP,Germany,0.16,,0,0,0,0,,,,53.171995,11.290177,{nan},{'JRC': {'JRC-H2870'}}
4006,Wasserkraftanlage Nr Am Kocher,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,49.00319,9.806836,{nan},{'JRC': {'JRC-H3010'}}
4007,Wasserkraftanlage Obere Hopfau,Hydro,Run-Of-River,PP,Germany,0.0375,,0,0,0,0,,,,49.862239,12.00937,{nan},{'JRC': {'JRC-H3234'}}
4008,Wasserkraftanlage Oberried Unteres Werk,Hydro,Run-Of-River,PP,Germany,0.8,,0,0,0,0,,,,47.922189,7.937788,{nan},{'JRC': {'JRC-H2570'}}
4009,Wasserkraftanlage Oblitz,Hydro,Run-Of-River,PP,Germany,1.893,,0,0,0,0,,,,51.1905305,11.8726885,"{nan, nan}","{'JRC': {'JRC-H2559', 'JRC-H2562'}}"
4010,Wasserkraftanlage Odertalsperre,Hydro,Run-Of-River,PP,Germany,4.86,,0,0,0,0,,,,51.646122,10.504712,{nan},{'JRC': {'JRC-H2502'}}
4011,Wasserkraftanlage Okertalsperre,Hydro,Run-Of-River,PP,Germany,4.14,,0,0,0,0,,,,51.86256,10.471185,{nan},{'JRC': {'JRC-H2516'}}
4012,Wasserkraftanlage Papierfabrik Bernburg,Hydro,Run-Of-River,PP,Germany,2.9,,0,0,0,0,,,,51.7955865,11.733209,"{nan, nan}","{'JRC': {'JRC-H2536', 'JRC-H2535'}}"
4013,Wasserkraftanlage Petze,Hydro,Run-Of-River,PP,Germany,0.5,,0,0,0,0,,,,52.065195,9.942353,{nan},{'JRC': {'JRC-H2637'}}
4014,Wasserkraftanlage Planena,Hydro,Run-Of-River,PP,Germany,1.2,,0,0,0,0,,,,51.416929,11.952942,{nan},{'JRC': {'JRC-H2545'}}
4015,Wasserkraftanlage Plaue,Hydro,Run-Of-River,PP,Germany,0.095,,0,0,0,0,,,,52.402905,12.392864,{nan},{'JRC': {'JRC-H2995'}}
4016,Wasserkraftanlage Poppenwald,Hydro,Run-Of-River,PP,Germany,0.585,,0,0,0,0,,,,50.626783,12.684267,{nan},{'JRC': {'JRC-H2626'}}
4017,Wasserkraftanlage Remse,Hydro,Run-Of-River,PP,Germany,0.28,,0,0,0,0,,,,50.851641,12.564334,{nan},{'JRC': {'JRC-H2774'}}
4018,Wasserkraftanlage Rentschler,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,48.549668,8.716258,{nan},{'JRC': {'JRC-H3047'}}
4019,Wasserkraftanlage Reschwitz An Der Saale,Hydro,Run-Of-River,PP,Germany,0.312,,0,0,0,0,,,,50.616603,11.384417,{nan},{'JRC': {'JRC-H2743'}}
4020,Wasserkraftanlage Riedlingen,Hydro,Run-Of-River,PP,Germany,0.132,,0,0,0,0,,,,48.153712,9.477003,{nan},{'JRC': {'JRC-H2918'}}
4021,Wasserkraftanlage Riedmuhle Reichensachsen,Hydro,Run-Of-River,PP,Germany,0.099,,0,0,0,0,,,,51.157262,9.992856,{nan},{'JRC': {'JRC-H2984'}}
4022,Wasserkraftanlage Sachsenburg An Der Zschopau,Hydro,Run-Of-River,PP,Germany,0.757,,0,0,0,0,,,,50.932406,13.027787,{nan},{'JRC': {'JRC-H2574'}}
4023,Wasserkraftanlage Schuhmacherwehr,Hydro,Run-Of-River,PP,Germany,0.3697,,0,0,0,0,,,,47.75183,11.7412,{nan},{'JRC': {'JRC-H2704'}}
4024,Wasserkraftanlage Schwallungen Werra,Hydro,Run-Of-River,PP,Germany,0.245,,0,0,0,0,,,,50.690502,10.357159,{nan},{'JRC': {'JRC-H2805'}}
4025,Wasserkraftanlage Schwarzachmuhle,Hydro,Run-Of-River,PP,Germany,0.0421,,0,0,0,0,,,,49.016784,13.173003,{nan},{'JRC': {'JRC-H3215'}}
4026,Wasserkraftanlage Spreemuhle,Hydro,Run-Of-River,PP,Germany,0.21,,0,0,0,0,,,,51.311383,14.545619,{nan},{'JRC': {'JRC-H2831'}}
4027,Wasserkraftanlage Stadtwerke Bad Herrenalb Gmbh,Hydro,Run-Of-River,PP,Germany,0.064,,0,0,0,0,,,,48.802138,8.439955,{nan},{'JRC': {'JRC-H3104'}}
4028,Wasserkraftanlage Stecher Schleuse,Hydro,Run-Of-River,PP,Germany,0.095,,0,0,0,0,,,,52.839435,13.902692,{nan},{'JRC': {'JRC-H2994'}}
4029,Wasserkraftanlage Talsperre Pirk,Hydro,Run-Of-River,PP,Germany,0.413,,0,0,0,0,,,,50.427496,12.116948,{nan},{'JRC': {'JRC-H2682'}}
4030,Wasserkraftanlage Technitz,Hydro,Run-Of-River,PP,Germany,0.27,,0,0,0,0,,,,51.130601,13.062722,{nan},{'JRC': {'JRC-H2777'}}
4031,Wasserkraftanlage Unterdietfurt,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,48.390922,12.664592,{nan},{'JRC': {'JRC-H3130'}}
4032,Wasserkraftanlage Vaihingen Untermuhle,Hydro,Run-Of-River,PP,Germany,0.495,,0,0,0,0,,,,48.927,8.956,{nan},{'JRC': {'JRC-H2651'}}
4033,Wasserkraftanlage Wasserwiese,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,48.89747,11.18073,{nan},{'JRC': {'JRC-H3205'}}
4034,Wasserkraftanlage Werdohl Im Ohl,Hydro,Run-Of-River,PP,Germany,0.49,,0,0,0,0,,,,51.261112,7.783748,{nan},{'JRC': {'JRC-H2654'}}
4035,Wasserkraftanlage Wiesentwerk,Hydro,Run-Of-River,PP,Germany,0.49,,0,0,0,0,,,,49.716076,11.072574,{nan},{'JRC': {'JRC-H2652'}}
4036,Wasserkraftanlage Wilischthal Beiwerk Amtsberg,Hydro,Run-Of-River,PP,Germany,0.095,,0,0,0,0,,,,50.726751,13.051811,{nan},{'JRC': {'JRC-H2991'}}
4037,Wasserkraftanlage Zastler,Hydro,Run-Of-River,PP,Germany,0.04,,0,0,0,0,,,,47.912045,7.999142,{nan},{'JRC': {'JRC-H3223'}}
4038,Wasserkraftschnecke Fink,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,48.91604,9.89209,{nan},{'JRC': {'JRC-H3001'}}
4039,Wasserkraftschnecke Fritzlar,Hydro,Run-Of-River,PP,Germany,0.14,,0,0,0,0,,,,51.12249,9.248542,{nan},{'JRC': {'JRC-H2908'}}
4040,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.26,,0,0,0,0,,,,48.291,8.325,{nan},{'JRC': {'JRC-H2787'}}
4041,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,49.169324,11.751251,{nan},{'JRC': {'JRC-H3249'}}
4042,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,50.151,10.904,{nan},{'JRC': {'JRC-H3084'}}
4043,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.355,,0,0,0,0,,,,49.416,11.018,{nan},{'JRC': {'JRC-H2711'}}
4044,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.038,,0,0,0,0,,,,49.816943,11.310028,{nan},{'JRC': {'JRC-H3227'}}
4045,Wasserkraftwerk,Hydro,Run-Of-River,PP,Germany,0.135,,0,0,0,0,,,,47.908187,12.619649,{nan},{'JRC': {'JRC-H2911'}}
4046,Wasserkraftwerk Achsenschmiede Rubeland Neuwerk Im Kreuztal,Hydro,Run-Of-River,PP,Germany,0.032,,0,0,0,0,,,,51.757542,10.86552,{nan},{'JRC': {'JRC-H3281'}}
4047,Wasserkraftwerk Am Jenbach,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,47.763,12.013,{nan},{'JRC': {'JRC-H3133'}}
4048,Wasserkraftwerk An Der Enz,Hydro,Run-Of-River,PP,Germany,0.35,,0,0,0,0,,,,49.002843,9.14008,{nan},{'JRC': {'JRC-H2717'}}
4049,Wasserkraftwerk Artur Mutter,Hydro,Run-Of-River,PP,Germany,0.063,,0,0,0,0,,,,47.846529,7.985463,{nan},{'JRC': {'JRC-H3105'}}
4050,Wasserkraftwerk Asamhof,Hydro,Run-Of-River,PP,Germany,0.068,,0,0,0,0,,,,48.293749,10.9874455,"{nan, nan}","{'JRC': {'JRC-H3272', 'JRC-H3270'}}"
4051,Wasserkraftwerk Auerhammer,Hydro,Run-Of-River,PP,Germany,1.05,,0,0,0,0,,,,50.57811733,12.689192,"{nan, nan, nan}","{'JRC': {'JRC-H3127', 'JRC-H2823', 'JRC-H2573'}}"
4052,Wasserkraftwerk Aura,Hydro,Run-Of-River,PP,Germany,0.2,,0,0,0,0,,,,50.164593,10.005482,{nan},{'JRC': {'JRC-H2833'}}
4053,Wasserkraftwerk Baierbrunn,Hydro,Run-Of-River,PP,Germany,0.39,,0,0,0,0,,,,48.026886,11.50214,{nan},{'JRC': {'JRC-H2695'}}
4054,Wasserkraftwerk Bautzen Talsperre,Hydro,Run-Of-River,PP,Germany,0.45,,0,0,0,0,,,,51.219873,14.470303,{nan},{'JRC': {'JRC-H2670'}}
4055,Wasserkraftwerk Birkenfeld,Hydro,Run-Of-River,PP,Germany,0.212,,0,0,0,0,,,,48.854336,8.611838,{nan},{'JRC': {'JRC-H2829'}}
4056,Wasserkraftwerk Blutmuhle,Hydro,Run-Of-River,PP,Germany,0.165,,0,0,0,0,,,,48.510004,12.446472,{nan},{'JRC': {'JRC-H2865'}}
4057,Wasserkraftwerk Borstendorf Envia Therm,Hydro,Run-Of-River,PP,Germany,0.88,,0,0,0,0,,,,50.768601,13.163541,{nan},{'JRC': {'JRC-H2566'}}
4058,Wasserkraftwerk Brethmuhle,Hydro,Run-Of-River,PP,Germany,0.766,,0,0,0,0,,,,50.574789,12.746706,"{nan, nan}","{'JRC': {'JRC-H2799', 'JRC-H2633'}}"
4059,Wasserkraftwerk Burgau,Hydro,Run-Of-River,PP,Germany,0.28,,0,0,0,0,,,,48.432,10.408,{nan},{'JRC': {'JRC-H2775'}}
4060,Wasserkraftwerk Dermbach,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,50.72516,10.136345,{nan},{'JRC': {'JRC-H2954'}}
4061,Wasserkraftwerk Dietldorf,Hydro,Run-Of-River,PP,Germany,0.108,,0,0,0,0,,,,49.205998,11.943661,{nan},{'JRC': {'JRC-H2963'}}
4062,Wasserkraftwerk Dreis,Hydro,Run-Of-River,PP,Germany,0.05,,0,0,0,0,,,,49.93988,6.810129,{nan},{'JRC': {'JRC-H3163'}}
4063,Wasserkraftwerk Elmores Kabelmetall,Hydro,Run-Of-River,PP,Germany,0.48,,0,0,0,0,,,,50.804873,7.589904,{nan},{'JRC': {'JRC-H2658'}}
4064,Wasserkraftwerk Engenthal,Hydro,Run-Of-River,PP,Germany,0.0485,,0,0,0,0,,,,49.615364,11.543179,{nan},{'JRC': {'JRC-H3180'}}
4065,Wasserkraftwerk Eule Colditz,Hydro,Run-Of-River,PP,Germany,0.755,,0,0,0,0,,,,51.146,12.792,{nan},{'JRC': {'JRC-H2575'}}
4066,Wasserkraftwerk Firma Berger,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,48.61268,9.448006,{nan},{'JRC': {'JRC-H3081'}}
4067,Wasserkraftwerk Franzmuhle Elsterberg,Hydro,Run-Of-River,PP,Germany,0.155,,0,0,0,0,,,,50.597797,12.165818,{nan},{'JRC': {'JRC-H2882'}}
4068,Wasserkraftwerk Freyburg Unstrut,Hydro,Run-Of-River,PP,Germany,0.34,,0,0,0,0,,,,51.208567,11.771387,{nan},{'JRC': {'JRC-H2730'}}
4069,Wasserkraftwerk Fronberg Schwandorf,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,49.342506,12.125784,{nan},{'JRC': {'JRC-H3039'}}
4070,Wasserkraftwerk Furt,Hydro,Run-Of-River,PP,Germany,0.145,,0,0,0,0,,,,47.720232,9.607311,{nan},{'JRC': {'JRC-H2903'}}
4071,Wasserkraftwerk Grafenmuhle,Hydro,Run-Of-River,PP,Germany,0.136,,0,0,0,0,,,,48.410694,13.144509,{nan},{'JRC': {'JRC-H2910'}}
4072,Wasserkraftwerk Grub,Hydro,Run-Of-River,PP,Germany,0.054,,0,0,0,0,,,,49.677287,11.984296,{nan},{'JRC': {'JRC-H3158'}}
4073,Wasserkraftwerk Grundstrasse St Andreasberg,Hydro,Run-Of-River,PP,Germany,0.9,,0,0,0,0,,,,51.71403675,10.51864,"{nan, nan, nan, nan}","{'JRC': {'JRC-H2979', 'JRC-H2671', 'JRC-H2837', 'JRC-H2892'}}"
4074,Wasserkraftwerk Gundenhausen,Hydro,Run-Of-River,PP,Germany,0.279,,0,0,0,0,,,,47.649142,7.800731,{nan},{'JRC': {'JRC-H2776'}}
4075,Wasserkraftwerk Gutach An Der Wilden Gutach,Hydro,Run-Of-River,PP,Germany,0.2,,0,0,0,0,,,,48.119746,7.990005,{nan},{'JRC': {'JRC-H2836'}}
4076,Wasserkraftwerk Hafele Hohebach,Hydro,Run-Of-River,PP,Germany,0.185,,0,0,0,0,,,,49.36435,9.733634,{nan},{'JRC': {'JRC-H2845'}}
4077,Wasserkraftwerk Hartenstein Neuanlage,Hydro,Run-Of-River,PP,Germany,0.22,,0,0,0,0,,,,50.650839,12.662767,{nan},{'JRC': {'JRC-H2821'}}
4078,Wasserkraftwerk Hartmut Lang,Hydro,Run-Of-River,PP,Germany,0.235,,0,0,0,0,,,,49.689949,9.599057,{nan},{'JRC': {'JRC-H2809'}}
4079,Wasserkraftwerk Hauptwerk,Hydro,Run-Of-River,PP,Germany,0.4,,0,0,0,0,,,,47.78399,11.78736,{nan},{'JRC': {'JRC-H2686'}}
4080,Wasserkraftwerk Heinrich Hartmann Dorfmuhle,Hydro,Run-Of-River,PP,Germany,0.085,,0,0,0,0,,,,52.105664,10.16234,{nan},{'JRC': {'JRC-H3029'}}
4081,Wasserkraftwerk Hiltensweiler,Hydro,Run-Of-River,PP,Germany,0.496,,0,0,0,0,,,,47.650757,9.779708,{nan},{'JRC': {'JRC-H2649'}}
4082,Wasserkraftwerk Hofmuhle Bad Aibling,Hydro,Run-Of-River,PP,Germany,0.54,,0,0,0,0,,,,47.86119067,12.00384567,"{nan, nan, nan}","{'JRC': {'JRC-H3221', 'JRC-H2745', 'JRC-H2834'}}"
4083,Wasserkraftwerk Hospitalmuhle,Hydro,Run-Of-River,PP,Germany,0.12,,0,0,0,0,,,,50.323882,11.916669,{nan},{'JRC': {'JRC-H2937'}}
4084,Wasserkraftwerk Hurden,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,49.22927,9.86415,{nan},{'JRC': {'JRC-H3042'}}
4085,Wasserkraftwerk In Wannbach,Hydro,Run-Of-River,PP,Germany,0.034,,0,0,0,0,,,,49.74696,11.212606,{nan},{'JRC': {'JRC-H3271'}}
4086,Wasserkraftwerk Jagsthausen,Hydro,Run-Of-River,PP,Germany,0.15,,0,0,0,0,,,,49.307651,9.465437,{nan},{'JRC': {'JRC-H2888'}}
4087,Wasserkraftwerk Kalkofen,Hydro,Run-Of-River,PP,Germany,1.728,,0,0,0,0,,,,50.312965,7.896698,{nan},{'JRC': {'JRC-H2529'}}
4088,Wasserkraftwerk Kammerl,Hydro,Run-Of-River,PP,Germany,1.424,,0,0,0,0,,,,47.661522,10.986862,{nan},{'JRC': {'JRC-H2537'}}
4089,Wasserkraftwerk Kettenfabrik In Sundern Hachen,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,51.378194,7.980954,{nan},{'JRC': {'JRC-H2946'}}
4090,Wasserkraftwerk Kolbl,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,49.032645,13.149606,{nan},{'JRC': {'JRC-H3076'}}
4091,Wasserkraftwerk Krautheim,Hydro,Run-Of-River,PP,Germany,0.21,,0,0,0,0,,,,49.381929,9.637794,{nan},{'JRC': {'JRC-H2830'}}
4092,Wasserkraftwerk Krebs Ohg,Hydro,Run-Of-River,PP,Germany,0.3,,0,0,0,0,,,,49.243734,9.30553,{nan},{'JRC': {'JRC-H2747'}}
4093,Wasserkraftwerk Kuhn,Hydro,Run-Of-River,PP,Germany,0.1,,0,0,0,0,,,,49.486,9.816,{nan},{'JRC': {'JRC-H2980'}}
4094,Wasserkraftwerk Lahnstein,Hydro,Run-Of-River,PP,Germany,1.728,,0,0,0,0,,,,50.307445,7.615963,{nan},{'JRC': {'JRC-H2530'}}
4095,Wasserkraftwerk Laucherthal,Hydro,Run-Of-River,PP,Germany,0.49,,0,0,0,0,,,,48.08451,9.27675,{nan},{'JRC': {'JRC-H2653'}}
4096,Wasserkraftwerk Lochbach Martinistrasse Augsburg,Hydro,Run-Of-River,PP,Germany,0.118,,0,0,0,0,,,,48.49765,10.90792,{nan},{'JRC': {'JRC-H2941'}}
4097,Wasserkraftwerk Luckoge,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,51.32761,7.51639,{nan},{'JRC': {'JRC-H3121'}}
4098,Wasserkraftwerk Lunzenau Papierfabrik,Hydro,Run-Of-River,PP,Germany,0.75,,0,0,0,0,,,,50.959439,12.755473,{nan},{'JRC': {'JRC-H2577'}}
4099,Wasserkraftwerk Mauersberger,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,50.693526,13.219791,{nan},{'JRC': {'JRC-H3037'}}
4100,Wasserkraftwerk Meckesheim,Hydro,Run-Of-River,PP,Germany,0.107,,0,0,0,0,,,,49.321511,8.815006,{nan},{'JRC': {'JRC-H2965'}}
4101,Wasserkraftwerk Mindelaltheim,Hydro,Run-Of-River,PP,Germany,0.386,,0,0,0,0,,,,48.452,10.403,{nan},{'JRC': {'JRC-H2698'}}
4102,Wasserkraftwerk Mittermurnthal,Hydro,Run-Of-River,PP,Germany,0.1,,0,0,0,0,,,,49.373231,12.418529,{nan},{'JRC': {'JRC-H2973'}}
4103,Wasserkraftwerk Mittweida Envia Therm,Hydro,Run-Of-River,PP,Germany,1.225,,0,0,0,0,,,,50.989193,13.006566,{nan},{'JRC': {'JRC-H2543'}}
4104,Wasserkraftwerk Mogling,Hydro,Run-Of-River,PP,Germany,0.215,,0,0,0,0,,,,39.655637,21.101631,{nan},{'JRC': {'JRC-H2827'}}
4105,Wasserkraftwerk Moosmuhle,Hydro,Run-Of-River,PP,Germany,0.056,,0,0,0,0,,,,48.693806,12.695283,{nan},{'JRC': {'JRC-H3136'}}
4106,Wasserkraftwerk Muhlbichl,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,47.743847,10.581466,{nan},{'JRC': {'JRC-H3044'}}
4107,Wasserkraftwerk Muhle Munsa,Hydro,Run-Of-River,PP,Germany,0.05,,0,0,0,0,,,,50.982927,12.474921,{nan},{'JRC': {'JRC-H3170'}}
4108,Wasserkraftwerk Mursbach,Hydro,Run-Of-River,PP,Germany,0.066,,0,0,0,0,,,,50.061116,10.867945,{nan},{'JRC': {'JRC-H3102'}}
4109,Wasserkraftwerk Neue Hutte Pohla,Hydro,Run-Of-River,PP,Germany,0.468,,0,0,0,0,,,,50.501544,12.806464,{nan},{'JRC': {'JRC-H2665'}}
4110,Wasserkraftwerk Niedernjesa,Hydro,Run-Of-River,PP,Germany,0.085,,0,0,0,0,,,,51.475201,9.923014,{nan},{'JRC': {'JRC-H3028'}}
4111,Wasserkraftwerk Niederstriegis,Hydro,Run-Of-River,PP,Germany,0.25,,0,0,0,0,,,,51.050656,13.050966,{nan},{'JRC': {'JRC-H2795'}}
4112,Wasserkraftwerk Nossen An Der Freiberger Mulde,Hydro,Run-Of-River,PP,Germany,0.29,,0,0,0,0,,,,51.065898,13.293679,{nan},{'JRC': {'JRC-H2771'}}
4113,Wasserkraftwerk Nr,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,49.194708,9.21405,{nan},{'JRC': {'JRC-H3011'}}
4114,Wasserkraftwerk Ob,Hydro,Run-Of-River,PP,Germany,0.038,,0,0,0,0,,,,49.097,11.806,{nan},{'JRC': {'JRC-H3232'}}
4115,Wasserkraftwerk Oberau,Hydro,Run-Of-River,PP,Germany,0.036,,0,0,0,0,,,,47.561735,11.131367,{nan},{'JRC': {'JRC-H3254'}}
4116,Wasserkraftwerk Oberbiel,Hydro,Run-Of-River,PP,Germany,0.511,,0,0,0,0,,,,50.325259,8.253758,{nan},{'JRC': {'JRC-H2634'}}
4117,Wasserkraftwerk Obereinbuch,Hydro,Run-Of-River,PP,Germany,0.05,,0,0,0,0,,,,49.010774,11.941806,{nan},{'JRC': {'JRC-H3165'}}
4118,Wasserkraftwerk Oferdingen,Hydro,Run-Of-River,PP,Germany,0.475,,0,0,0,0,,,,48.553634,9.199879,{nan},{'JRC': {'JRC-H2663'}}
4119,Wasserkraftwerk Olnhausen,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,49.312249,9.444471,{nan},{'JRC': {'JRC-H2951'}}
4120,Wasserkraftwerk Papierfabrik Limmritz,Hydro,Run-Of-River,PP,Germany,1,,0,0,0,0,,,,51.113828,13.045355,{nan},{'JRC': {'JRC-H2556'}}
4121,Wasserkraftwerk Pommelsbrunn Am Hogenbach,Hydro,Run-Of-River,PP,Germany,0.032,,0,0,0,0,,,,49.504116,11.4948,{nan},{'JRC': {'JRC-H3278'}}
4122,Wasserkraftwerk Pratzschwitz In Pirna,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,50.967657,13.90287,{nan},{'JRC': {'JRC-H2955'}}
4123,Wasserkraftwerk Pretzabruck,Hydro,Run-Of-River,PP,Germany,0.034,,0,0,0,0,,,,49.392904,12.167156,{nan},{'JRC': {'JRC-H3268'}}
4124,Wasserkraftwerk Priorei,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,51.287336,7.519921,{nan},{'JRC': {'JRC-H2952'}}
4125,Wasserkraftwerk Pulvermuhle,Hydro,Run-Of-River,PP,Germany,0.093,,0,0,0,0,,,,50.893564,13.39225,{nan},{'JRC': {'JRC-H2998'}}
4126,Wasserkraftwerk Rechtenstein,Hydro,Run-Of-River,PP,Germany,0.33,,0,0,0,0,,,,48.240348,9.545755,{nan},{'JRC': {'JRC-H2733'}}
4127,Wasserkraftwerk Regenhutte,Hydro,Run-Of-River,PP,Germany,0.1,,0,0,0,0,,,,49.075191,13.198353,{nan},{'JRC': {'JRC-H2970'}}
4128,Wasserkraftwerk Rosenhof,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,49.4927,12.5098,{nan},{'JRC': {'JRC-H3025'}}
4129,Wasserkraftwerk Roth,Hydro,Run-Of-River,PP,Germany,0.2,,0,0,0,0,,,,49.246271,11.089276,{nan},{'JRC': {'JRC-H2835'}}
4130,Wasserkraftwerk Saussbachmuhle,Hydro,Run-Of-River,PP,Germany,0.779,,0,0,0,0,,,,48.81957,13.57453,{nan},{'JRC': {'JRC-H2572'}}
4131,Wasserkraftwerk Scheer An Der Donau,Hydro,Run-Of-River,PP,Germany,0.39,,0,0,0,0,,,,48.071851,9.202968,{nan},{'JRC': {'JRC-H2696'}}
4132,Wasserkraftwerk Schmerold An Der Mangfall,Hydro,Run-Of-River,PP,Germany,0.624,,0,0,0,0,,,,47.769949,11.762529,{nan},{'JRC': {'JRC-H2599'}}
4133,Wasserkraftwerk Schonthal,Hydro,Run-Of-River,PP,Germany,0.132,,0,0,0,0,,,,50.784179,13.084303,{nan},{'JRC': {'JRC-H2917'}}
4134,Wasserkraftwerk Schuhmuhle,Hydro,Run-Of-River,PP,Germany,0.0342,,0,0,0,0,,,,49.939546,11.712551,{nan},{'JRC': {'JRC-H3267'}}
4135,Wasserkraftwerk Schwarzach,Hydro,Run-Of-River,PP,Germany,0.5,,0,0,0,0,,,,49.33152,11.0717,"{nan, nan}","{'JRC': {'JRC-H2803', 'JRC-H2792'}}"
4136,Wasserkraftwerk Senden Weberei,Hydro,Run-Of-River,PP,Germany,0.41,,0,0,0,0,,,,48.320243,10.037948,{nan},{'JRC': {'JRC-H2683'}}
4137,Wasserkraftwerk Silberhutte,Hydro,Run-Of-River,PP,Germany,0.108,,0,0,0,0,,,,51.695087,10.504184,{nan},{'JRC': {'JRC-H2964'}}
4138,Wasserkraftwerk Sporermuhle Wang Eching,Hydro,Run-Of-River,PP,Germany,0.04,,0,0,0,0,,,,48.49112,12.007471,{nan},{'JRC': {'JRC-H3220'}}
4139,Wasserkraftwerk Staudenmuhle Hof,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,50.306601,11.935536,{nan},{'JRC': {'JRC-H3024'}}
4140,Wasserkraftwerk Steinenbach,Hydro,Run-Of-River,PP,Germany,0.099,,0,0,0,0,,,,48.479754,8.150429,{nan},{'JRC': {'JRC-H2983'}}
4141,Wasserkraftwerk Straub,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,48.132289,9.795827,{nan},{'JRC': {'JRC-H3195'}}
4142,Wasserkraftwerk Trankmuhle,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,48.433221,11.100392,{nan},{'JRC': {'JRC-H3141'}}
4143,Wasserkraftwerk Union An Der Elz,Hydro,Run-Of-River,PP,Germany,0.15,,0,0,0,0,,,,48.113331,7.983555,{nan},{'JRC': {'JRC-H2889'}}
4144,Wasserkraftwerk Untermaubach,Hydro,Run-Of-River,PP,Germany,0.225,,0,0,0,0,,,,50.72618,6.457026,{nan},{'JRC': {'JRC-H2816'}}
4145,Wasserkraftwerk Urbach,Hydro,Run-Of-River,PP,Germany,0.146,,0,0,0,0,,,,48.805032,9.57189,{nan},{'JRC': {'JRC-H2899'}}
4146,Wasserkraftwerk Walzenmuhle Trier Ehrang,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,49.808406,6.683345,{nan},{'JRC': {'JRC-H3122'}}
4147,Wasserkraftwerk Werker,Hydro,Run-Of-River,PP,Germany,0.66,,0,0,0,0,,,,49.610772,10.998282,{nan},{'JRC': {'JRC-H2582'}}
4148,Wasserkraftwerk Wiesenmuhle Mobendorf,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,50.958837,13.190744,{nan},{'JRC': {'JRC-H3118'}}
4149,Wasserkraftwerk Wiesentmuhle,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,49.736643,11.139531,{nan},{'JRC': {'JRC-H3140'}}
4150,Wasserkraftwerk Wiesmuhle In Glonn,Hydro,Run-Of-River,PP,Germany,0.053,,0,0,0,0,,,,47.982105,11.863389,{nan},{'JRC': {'JRC-H3160'}}
4151,Wasserkraftwerk Wifling,Hydro,Run-Of-River,PP,Germany,0.068,,0,0,0,0,,,,48.231992,11.887824,{nan},{'JRC': {'JRC-H3099'}}
4152,Wasserkraftwerk Wollershof,Hydro,Run-Of-River,PP,Germany,0.18,,0,0,0,0,,,,49.750576,12.180641,{nan},{'JRC': {'JRC-H2848'}}
4153,Wasserkraftwerk Worthmuhle,Hydro,Run-Of-River,PP,Germany,0.07,,0,0,0,0,,,,48.495452,12.424479,{nan},{'JRC': {'JRC-H3092'}}
4154,Wasserkraftwerk Zwiefaltendorf,Hydro,Run-Of-River,PP,Germany,0.095,,0,0,0,0,,,,48.213778,9.518242,{nan},{'JRC': {'JRC-H2992'}}
