id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID
3720,Nachrodt,Hydro,Run-Of-River,PP,Germany,1.5,,0,0,0,0,,,,51.34595,7.637621,{nan},{'JRC': {'JRC-H2533'}}
3725,Neumuhle,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,47.753204,11.742502,{nan},{'JRC': {'JRC-H3088'}}
3726,Neumuhle Lahnau,Hydro,Run-Of-River,PP,Germany,0.115,,0,0,0,0,,,,50.573309,8.568534,{nan},{'JRC': {'JRC-H2943'}}
3727,Neuwerk,Hydro,Run-Of-River,PP,Germany,0.0485,,0,0,0,0,,,,49.964,11.764,{nan},{'JRC': {'JRC-H3181'}}
3728,Niedermuhle Wasserkraftanlage,Hydro,Run-Of-River,PP,Germany,0.15,,0,0,0,0,,,,49.774963,7.699445,{nan},{'JRC': {'JRC-H2891'}}
3729,Niederschmiedeberg Ehem Lederpappenfabrik,Hydro,Run-Of-River,PP,Germany,0.167,,0,0,0,0,,,,50.590617,13.127945,{nan},{'JRC': {'JRC-H2864'}}
3736,Oberegg,Hydro,Run-Of-River,PP,Germany,1.1,,0,0,0,0,,,,48.28,10.31,{nan},{'JRC': {'JRC-H2550'}}
3737,Obermuhle Herbsleben,Hydro,Run-Of-River,PP,Germany,0.067,,0,0,0,0,,,,51.121443,10.832759,{nan},{'JRC': {'JRC-H3101'}}
3739,Okertal Lumme,Hydro,Run-Of-River,PP,Germany,0.375,,0,0,0,0,,,,51.8781825,10.472904,"{nan, nan}","{'JRC': {'JRC-H2773', 'JRC-H3017'}}"
3740,Olef,Hydro,Run-Of-River,PP,Germany,1.45,,0,0,0,0,,,,50.494828,6.422579,{nan},{'JRC': {'JRC-H2534'}}
3741,Opfingen,Hydro,Run-Of-River,PP,Germany,1,,0,0,0,0,,,,48.29463,9.830391,{nan},{'JRC': {'JRC-H2557'}}
3749,Papierfabrik,Hydro,Run-Of-River,PP,Germany,0.447,,0,0,0,0,,,,47.882939,9.644566,{nan},{'JRC': {'JRC-H2675'}}
3750,Papierfabrik Wolkenburg,Hydro,Run-Of-River,PP,Germany,0.505,,0,0,0,0,,,,50.898857,12.660523,{nan},{'JRC': {'JRC-H2635'}}
3751,Papiermuhle,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,50.721773,9.952288,{nan},{'JRC': {'JRC-H3197'}}
3756,Pat Rs,Hydro,Run-Of-River,PP,Germany,0.16,,0,0,0,0,,,,48.681293,9.144356,{nan},{'JRC': {'JRC-H2876'}}
3757,Paulusmuhle,Hydro,Run-Of-River,PP,Germany,0.188,,0,0,0,0,,,,48.744466,13.5322535,"{nan, nan}","{'JRC': {'JRC-H2985', 'JRC-H3016'}}"
3759,Pertensteiner Muhle,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,47.941794,12.594126,{nan},{'JRC': {'JRC-H3113'}}
3760,Peter Hofelmayr Bernhard Hoflmayr,Hydro,Run-Of-River,PP,Germany,0.035,,0,0,0,0,,,,48.002411,10.18243,{nan},{'JRC': {'JRC-H3259'}}
3762,Pflegelberg,Hydro,Run-Of-River,PP,Germany,0.26,,0,0,0,0,,,,47.66079,9.7408,{nan},{'JRC': {'JRC-H2786'}}
3779,Rabenecker Muhle,Hydro,Run-Of-River,PP,Germany,0.052,,0,0,0,0,,,,49.822791,11.325715,{nan},{'JRC': {'JRC-H3162'}}
3780,Ramie,Hydro,Run-Of-River,PP,Germany,0.0788,,0,0,0,0,,,,48.106517,7.864628,{nan},{'JRC': {'JRC-H3055'}}
3784,Regen,Hydro,Run-Of-River,PP,Germany,1.2,,0,0,0,0,,,,48.973538,13.145345,{nan},{'JRC': {'JRC-H2544'}}
3786,Reuschenberger Muhle,Hydro,Run-Of-River,PP,Germany,0.45,,0,0,0,0,,,,51.053981,6.976712,{nan},{'JRC': {'JRC-H2672'}}
3788,Riedmuhle Mindelaltheim,Hydro,Run-Of-River,PP,Germany,0.36,,0,0,0,0,,,,48.452252,10.403121,{nan},{'JRC': {'JRC-H2708'}}
3789,Rissinsel,Hydro,Run-Of-River,PP,Germany,0.072,,0,0,0,0,,,,48.188244,9.826141,{nan},{'JRC': {'JRC-H3090'}}
3790,Roland Wilhelm,Hydro,Run-Of-River,PP,Germany,0.0368,,0,0,0,0,,,,49.050347,12.913492,{nan},{'JRC': {'JRC-H3251'}}
3793,Rothenfels,Hydro,Run-Of-River,PP,Germany,4.2,,0,0,0,0,,,,49.90018,9.58676,{nan},{'JRC': {'JRC-H2515'}}
3794,Rottaler Werk,Hydro,Run-Of-River,PP,Germany,0.227,,0,0,0,0,,,,48.444058,13.089996,{nan},{'JRC': {'JRC-H2815'}}
3795,Rugenmuhle,Hydro,Run-Of-River,PP,Germany,0.672,,0,0,0,0,,,,49.5,12.5,{nan},{'JRC': {'JRC-H2581'}}
3796,Ruhland Gbr,Hydro,Run-Of-River,PP,Germany,0.225,,0,0,0,0,,,,49.490949,12.5162,{nan},{'JRC': {'JRC-H2818'}}
3799,Salach,Hydro,Run-Of-River,PP,Germany,0.33,,0,0,0,0,,,,48.685825,9.748415,{nan},{'JRC': {'JRC-H2734'}}
3822,Sassbachmuhle,Hydro,Run-Of-River,PP,Germany,0.27,,0,0,0,0,,,,48.717,13.581,{nan},{'JRC': {'JRC-H2778'}}
3823,Sax Seisenberger Gbr,Hydro,Run-Of-River,PP,Germany,0.33,,0,0,0,0,,,,47.576,10.518,{nan},{'JRC': {'JRC-H2735'}}
3824,Schaibing,Hydro,Run-Of-River,PP,Germany,0.25,,0,0,0,0,,,,48.598348,13.586612,{nan},{'JRC': {'JRC-H2794'}}
3825,Schappe,Hydro,Run-Of-River,PP,Germany,0.334,,0,0,0,0,,,,47.712215,7.861243,{nan},{'JRC': {'JRC-H2731'}}
3826,Schauhbauer,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,48.406436,11.469233,{nan},{'JRC': {'JRC-H3045'}}
3827,Schermuhle,Hydro,Run-Of-River,PP,Germany,0.2611,,0,0,0,0,,,,48.087866,12.5688335,"{nan, nan}","{'JRC': {'JRC-H2930', 'JRC-H2915'}}"
3828,Schliersee Wasserkraft,Hydro,Run-Of-River,PP,Germany,0.13,,0,0,0,0,,,,47.730162,11.8459245,"{nan, nan}","{'JRC': {'JRC-H3219', 'JRC-H3018'}}"
3829,Schliffgesmuhle,Hydro,Run-Of-River,PP,Germany,0.17,,0,0,0,0,,,,49.791911,7.613542,{nan},{'JRC': {'JRC-H2858'}}
3830,Schlossmuhle Haigerloch,Hydro,Run-Of-River,PP,Germany,0.04,,0,0,0,0,,,,48.367304,8.806412,{nan},{'JRC': {'JRC-H3224'}}
3831,Schnellinger Muhle,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,48.655108,13.33997,{nan},{'JRC': {'JRC-H3123'}}
3832,Schonnen,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,49.62859,8.994899,{nan},{'JRC': {'JRC-H3110'}}
3833,Schutter,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,48.33396,7.916731,{nan},{'JRC': {'JRC-H3193'}}
3834,Schwabmunchen,Hydro,Run-Of-River,PP,Germany,2.6,,0,0,0,0,,,,48.191,10.729,{nan},{'JRC': {'JRC-H2521'}}
3835,Schwarzenbach,Hydro,Pumped Storage,Store,Germany,44,,0,14.288,65,0,,,,48.6559308,8.3262275,{nan},{'JRC': {'JRC-H917'}}
3836,Schwerin Sud,Hydro,Run-Of-River,PP,Germany,47.1,,0,0,0,0,,,,50.22056887,10.08000576,{nan},{'JRC': {'JRC-H878'}}
3838,Senkelbach,Hydro,Run-Of-River,PP,Germany,0.24,,0,0,0,0,,,,48.380796,10.890366,{nan},{'JRC': {'JRC-H2807'}}
3845,Silbermuhle,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,49.413225,12.420541,{nan},{'JRC': {'JRC-H3146'}}
3848,Siuronkoski,Hydro,Run-Of-River,PP,Germany,26.56,,0,0,0,0,,,,49.29579526,10.67152366,{nan},{'JRC': {'JRC-H1207'}}
3854,Sorpesee,Hydro,Pumped Storage,Store,Germany,7.42,,0,0,0,0,,,,51.3510404,7.9680569,{nan},{'JRC': {'JRC-H1869'}}
3858,Sperrenkraftwerk Wehr,Hydro,Run-Of-River,PP,Germany,1.3,,0,0,0,0,,,,47.645653,7.917598,{nan},{'JRC': {'JRC-H2542'}}
3860,Stadtmuehle Geisingen,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,47.918872,8.632982,{nan},{'JRC': {'JRC-H3015'}}
3861,Stadtmuhle,Hydro,Run-Of-River,PP,Germany,0.034,,0,0,0,0,,,,49.207596,9.985508,{nan},{'JRC': {'JRC-H3269'}}
3862,Stadtmuhle Forst,Hydro,Run-Of-River,PP,Germany,0.26,,0,0,0,0,,,,51.4371,14.65153,{nan},{'JRC': {'JRC-H2785'}}
3865,Stauwerksanlage Und Triebwerk An Der Pegnitz In Enzendorf,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,49.585,11.476,{nan},{'JRC': {'JRC-H3191'}}
3866,Stefling,Hydro,Run-Of-River,PP,Germany,0.292,,0,0,0,0,,,,49.214239,12.204829,{nan},{'JRC': {'JRC-H2769'}}
3867,Stegen,Hydro,Run-Of-River,PP,Germany,0.056,,0,0,0,0,,,,49.403912,12.417129,{nan},{'JRC': {'JRC-H3137'}}
3868,Steinen,Hydro,Run-Of-River,PP,Germany,1,,0,0,0,0,,,,47.644532,7.753286,{nan},{'JRC': {'JRC-H2558'}}
3869,Steinenhausen,Hydro,Run-Of-River,PP,Germany,0.067,,0,0,0,0,,,,50.086819,11.401549,{nan},{'JRC': {'JRC-H3100'}}
3871,Sterzermuhle,Hydro,Run-Of-River,PP,Germany,0.135,,0,0,0,0,,,,49.53262,10.53152,{nan},{'JRC': {'JRC-H2914'}}
3872,Stoibersage,Hydro,Run-Of-River,PP,Germany,0.039,,0,0,0,0,,,,49.2051,12.95413,{nan},{'JRC': {'JRC-H3226'}}
3880,Tanneneck,Hydro,Run-Of-River,PP,Germany,0.07,,0,0,0,0,,,,48.700768,8.744114,{nan},{'JRC': {'JRC-H3094'}}
3881,Tanzmuhle,Hydro,Pumped Storage,Store,Germany,35,,0,0,0,0,,,,49.552216,12.281256,{nan},{'JRC': {'JRC-H1065'}}
3883,Tauberbischofsheim Dittigheim,Hydro,Run-Of-River,PP,Germany,0.19,,0,0,0,0,,,,49.6082415,9.677711,"{nan, nan}","{'JRC': {'JRC-H3008', 'JRC-H2978'}}"
3888,Trafostation Zimmermann,Hydro,Run-Of-River,PP,Germany,0.15403,,0,0,0,0,,,,48.936667,8.919167,{nan},{'JRC': {'JRC-H2883'}}
3894,Triebwerk Anlagen Nr,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,48.61,9.45,{nan},{'JRC': {'JRC-H3072'}}
3895,Triebwerksanlage Schiettinger,Hydro,Run-Of-River,PP,Germany,0.17,,0,0,0,0,,,,49.789964,12.167642,{nan},{'JRC': {'JRC-H2859'}}
3896,Trinkwasserturbine Hb Burgbreite,Hydro,Run-Of-River,PP,Germany,0.045,,0,0,0,0,,,,51.83977,10.799392,{nan},{'JRC': {'JRC-H3196'}}
3898,Turbine,Hydro,Run-Of-River,PP,Germany,0.584,,0,0,0,0,,,,50.784136,13.0844445,"{nan, nan, nan, nan}","{'JRC': {'JRC-H2879', 'JRC-H2878', 'JRC-H2921', 'JRC-H2920'}}"
3899,Turbine Im Hochbehalter Klieve,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,51.571677,8.281897,{nan},{'JRC': {'JRC-H3138'}}
3901,Ulstermuhle Tann,Hydro,Run-Of-River,PP,Germany,0.091,,0,0,0,0,,,,50.643821,10.019648,{nan},{'JRC': {'JRC-H3000'}}
3902,Untere Muhle,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,49.299724,9.824035,{nan},{'JRC': {'JRC-H3144'}}
3903,Unterwerk,Hydro,Run-Of-River,PP,Germany,0.148,,0,0,0,0,,,,47.873062,12.644255,{nan},{'JRC': {'JRC-H2898'}}
3905,Upm Schwedt,Hydro,Run-Of-River,PP,Germany,31.3,,0,0,0,0,,,,50.8009765,13.2101955,{nan},{'JRC': {'JRC-H1117'}}
3908,Va Tech Rrt,Hydro,Run-Of-River,PP,Germany,0.655,,0,0,0,0,,,,50.933,12.703,{nan},{'JRC': {'JRC-H2584'}}
3916,Vilsworth,Hydro,Run-Of-River,PP,Germany,0.145,,0,0,0,0,,,,49.291921,11.946966,{nan},{'JRC': {'JRC-H2906'}}
3918,Vogelmuhle,Hydro,Run-Of-River,PP,Germany,0.36,,0,0,0,0,,,,50.747328,13.190712,{nan},{'JRC': {'JRC-H2705'}}
3919,Vogt Sche Muhle Weserstrasse In Kassel,Hydro,Run-Of-River,PP,Germany,0.44,,0,0,0,0,,,,51.317514,9.508007,{nan},{'JRC': {'JRC-H2676'}}
3922,Waagmuhle,Hydro,Run-Of-River,PP,Germany,0.19,,0,0,0,0,,,,51.0259595,9.1949295,"{nan, nan}","{'JRC': {'JRC-H2993', 'JRC-H2997'}}"
3923,Wachtelberg,Hydro,Run-Of-River,PP,Germany,0.344,,0,0,0,0,,,,48.538069,9.486565,{nan},{'JRC': {'JRC-H2729'}}
3924,Waldmuhle,Hydro,Run-Of-River,PP,Germany,0.64,,0,0,0,0,,,,48.906617,13.595375,{nan},{'JRC': {'JRC-H2596'}}
3925,Waldstetten,Hydro,Run-Of-River,PP,Germany,0.35,,0,0,0,0,,,,48.347953,10.307713,{nan},{'JRC': {'JRC-H2728'}}
3926,Wallauer Muhle,Hydro,Run-Of-River,PP,Germany,0.048,,0,0,0,0,,,,49.5053,9.0527,{nan},{'JRC': {'JRC-H3184'}}
3927,Wasser,Hydro,Run-Of-River,PP,Germany,0.043,,0,0,0,0,,,,48.63,12.404,{nan},{'JRC': {'JRC-H3211'}}
3928,Wasser Gassen,Hydro,Run-Of-River,PP,Germany,0.1,,0,0,0,0,,,,48.147874,12.642898,{nan},{'JRC': {'JRC-H2974'}}
3929,Wasserfall,Hydro,Run-Of-River,PP,Germany,0.0465,,0,0,0,0,,,,50.094101,11.763855,{nan},{'JRC': {'JRC-H3187'}}
3930,Wasserkraft,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,48.874,8.708,{nan},{'JRC': {'JRC-H2962'}}
3931,Wasserkraft,Hydro,Run-Of-River,PP,Germany,0.034,,0,0,0,0,,,,48.547841,8.036333,{nan},{'JRC': {'JRC-H3273'}}
3932,Wasserkraft,Hydro,Run-Of-River,PP,Germany,0.054,,0,0,0,0,,,,49.771,11.004,{nan},{'JRC': {'JRC-H3159'}}
3933,Wasserkraft,Hydro,Run-Of-River,PP,Germany,0.042,,0,0,0,0,,,,48.668,12.599,{nan},{'JRC': {'JRC-H3216'}}
3934,Wasserkraft Am Ronischbachle,Hydro,Run-Of-River,PP,Germany,0.036,,0,0,0,0,,,,47.786627,8.048235,{nan},{'JRC': {'JRC-H3256'}}
3935,Wasserkraft Bamenohl,Hydro,Run-Of-River,PP,Germany,0.6,,0,0,0,0,,,,51.155555,7.992564,{nan},{'JRC': {'JRC-H2602'}}
3936,Wasserkraft Bode,Hydro,Run-Of-River,PP,Germany,0.22,,0,0,0,0,,,,51.999,11.309,{nan},{'JRC': {'JRC-H2826'}}
3937,Wasserkraft Braunsdorf Gmbh,Hydro,Run-Of-River,PP,Germany,0.53,,0,0,0,0,,,,50.875318,13.021385,{nan},{'JRC': {'JRC-H2632'}}
3938,Wasserkraft Cronenberg Sophienhammer,Hydro,Run-Of-River,PP,Germany,0.33,,0,0,0,0,,,,51.40528,7.992761,{nan},{'JRC': {'JRC-H2732'}}
3939,Wasserkraft Ego,Hydro,Run-Of-River,PP,Germany,0.39,,0,0,0,0,,,,47.633,11.237,{nan},{'JRC': {'JRC-H2697'}}
3940,Wasserkraft Elisenfels Gbr,Hydro,Run-Of-River,PP,Germany,0.095,,0,0,0,0,,,,50.046651,12.174458,{nan},{'JRC': {'JRC-H2990'}}
3941,Wasserkraft Gen,Hydro,Run-Of-River,PP,Germany,0.3,,0,0,0,0,,,,49.537,12.15,"{nan, nan, nan, nan}","{'JRC': {'JRC-H3176', 'JRC-H2981', 'JRC-H3175', 'JRC-H2982'}}"
3942,Wasserkraft Georgenthal,Hydro,Run-Of-River,PP,Germany,0.22,,0,0,0,0,,,,50.46,12.721,"{nan, nan}","{'JRC': {'JRC-H2960', 'JRC-H2959'}}"
3943,Wasserkraft Lollar,Hydro,Run-Of-River,PP,Germany,0.25,,0,0,0,0,,,,50.653293,8.705427,{nan},{'JRC': {'JRC-H2798'}}
3944,Wasserkraft Pilgerspfad,Hydro,Run-Of-River,PP,Germany,0.083,,0,0,0,0,,,,49.831818,9.123667,{nan},{'JRC': {'JRC-H3036'}}
3945,Wasserkraft Rieger,Hydro,Run-Of-River,PP,Germany,0.35,,0,0,0,0,,,,48.025097,12.545427,{nan},{'JRC': {'JRC-H2715'}}
3946,Wasserkraft Singold,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,48.079283,10.783028,{nan},{'JRC': {'JRC-H3246'}}
3947,Wasserkraft Teufelsmuhle,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,51.684429,9.567416,{nan},{'JRC': {'JRC-H3236'}}
3948,Wasserkraft Werk,Hydro,Run-Of-River,PP,Germany,0.055,,0,0,0,0,,,,47.851,12.123,{nan},{'JRC': {'JRC-H3153'}}
3949,Wasserkraft Woebbel,Hydro,Run-Of-River,PP,Germany,0.06,,0,0,0,0,,,,51.865997,9.10192,{nan},{'JRC': {'JRC-H3117'}}
3950,Wasserkraftanlage,Hydro,Run-Of-River,PP,Germany,0.32,,0,0,0,0,,,,48.442,8.684,{nan},{'JRC': {'JRC-H2739'}}
3951,Wasserkraftanlage,Hydro,Run-Of-River,PP,Germany,1.732,,0,0,0,0,,,,47.691143,10.323696,{nan},{'JRC': {'JRC-H2528'}}
3952,Wasserkraftanlage,Hydro,Run-Of-River,PP,Germany,0.08,,0,0,0,0,,,,47.769301,10.304953,{nan},{'JRC': {'JRC-H3043'}}
3953,Wasserkraftanlage,Hydro,Run-Of-River,PP,Germany,0.14,,0,0,0,0,,,,47.745052,9.919377,{nan},{'JRC': {'JRC-H2909'}}
3954,Wasserkraftanlage Am Gewerbekanal,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,48.090951,7.952243,{nan},{'JRC': {'JRC-H3243'}}
3955,Wasserkraftanlage Am Muhlbach,Hydro,Run-Of-River,PP,Germany,0.13,,0,0,0,0,,,,48.470735,7.939841,{nan},{'JRC': {'JRC-H2926'}}
3956,Wasserkraftanlage Am Unteren Wehr,Hydro,Run-Of-River,PP,Germany,0.25,,0,0,0,0,,,,48.705088,9.639635,{nan},{'JRC': {'JRC-H2800'}}
3957,Wasserkraftanlage Am Wehr,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,51.112445,6.626601,{nan},{'JRC': {'JRC-H3087'}}
3958,Wasserkraftanlage Antonsthal,Hydro,Run-Of-River,PP,Germany,0.6,,0,0,0,0,,,,50.500689,12.756474,{nan},{'JRC': {'JRC-H2603'}}
3959,Wasserkraftanlage Appelmannsmuhle,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,50.535088,8.040911,{nan},{'JRC': {'JRC-H3235'}}
3960,Wasserkraftanlage Bitburg,Hydro,Run-Of-River,PP,Germany,0.42,,0,0,0,0,,,,50.010099,6.443189,{nan},{'JRC': {'JRC-H2678'}}
3961,Wasserkraftanlage Bochum Stiepel,Hydro,Run-Of-River,PP,Germany,1.04,,0,0,0,0,,,,51.412809,7.220887,{nan},{'JRC': {'JRC-H2553'}}
3962,Wasserkraftanlage Bode,Hydro,Run-Of-River,PP,Germany,0.22,,0,0,0,0,,,,39.667944,20.073223,{nan},{'JRC': {'JRC-H2825'}}
3963,Wasserkraftanlage Bruchhausen,Hydro,Run-Of-River,PP,Germany,0.09,,0,0,0,0,,,,51.706132,9.287336,{nan},{'JRC': {'JRC-H3005'}}
3964,Wasserkraftanlage Dahlerau,Hydro,Run-Of-River,PP,Germany,0.24,,0,0,0,0,,,,51.220456,7.314552,{nan},{'JRC': {'JRC-H2806'}}
3965,Wasserkraftanlage Der Spinnerei Unterboihingen,Hydro,Run-Of-River,PP,Germany,0.6,,0,0,0,0,,,,48.6631,9.3638,{nan},{'JRC': {'JRC-H2605'}}
3966,Wasserkraftanlage Diez,Hydro,Run-Of-River,PP,Germany,0.8,,0,0,0,0,,,,50.375894,8.001703,{nan},{'JRC': {'JRC-H2571'}}
3967,Wasserkraftanlage Eckertalsperre,Hydro,Run-Of-River,PP,Germany,0.43,,0,0,0,0,,,,51.842411,10.576558,{nan},{'JRC': {'JRC-H2677'}}
3968,Wasserkraftanlage Ecksteinmuhle Neustadt,Hydro,Run-Of-River,PP,Germany,0.24,,0,0,0,0,,,,52.506611,9.463072,{nan},{'JRC': {'JRC-H2808'}}
3969,Wasserkraftanlage Elpershofen,Hydro,Run-Of-River,PP,Germany,0.13,,0,0,0,0,,,,49.222848,9.902353,{nan},{'JRC': {'JRC-H2925'}}
3970,Wasserkraftanlage Endresswehr,Hydro,Run-Of-River,PP,Germany,0.205,,0,0,0,0,,,,47.51517,10.26324,{nan},{'JRC': {'JRC-H2832'}}
3971,Wasserkraftanlage Eyachmuhle,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,48.780704,8.518315,{nan},{'JRC': {'JRC-H3080'}}
3972,Wasserkraftanlage Felsberg Altenburg,Hydro,Run-Of-River,PP,Germany,0.97,,0,0,0,0,,,,51.118954,9.407344,{nan},{'JRC': {'JRC-H2561'}}
3973,Wasserkraftanlage Fuhlsbuttler Schleuse,Hydro,Run-Of-River,PP,Germany,0.11,,0,0,0,0,,,,53.623414,10.02787,{nan},{'JRC': {'JRC-H2949'}}
3974,Wasserkraftanlage Gera Debschwitz Weisse Elster,Hydro,Run-Of-River,PP,Germany,0.42,,0,0,0,0,,,,50.856833,12.077631,{nan},{'JRC': {'JRC-H2680'}}
3975,Wasserkraftanlage Gipsmuhle,Hydro,Run-Of-River,PP,Germany,0.037,,0,0,0,0,,,,50.026221,9.731182,{nan},{'JRC': {'JRC-H3242'}}
3976,Wasserkraftanlage Golzern An Der Mulde,Hydro,Run-Of-River,PP,Germany,1.4,,0,0,0,0,,,,51.247637,12.773335,{nan},{'JRC': {'JRC-H2541'}}
3977,Wasserkraftanlage Greiz Dolau,Hydro,Run-Of-River,PP,Germany,0.6625,,0,0,0,0,,,,50.6260035,12.1778325,"{nan, nan}","{'JRC': {'JRC-H2768', 'JRC-H2703'}}"
3978,Wasserkraftanlage Harnrode,Hydro,Run-Of-River,PP,Germany,0.685,,0,0,0,0,,,,50.853798,9.96001,{nan},{'JRC': {'JRC-H2580'}}
3979,Wasserkraftanlage Hausermuhle,Hydro,Run-Of-River,PP,Germany,0.038,,0,0,0,0,,,,50.556828,8.501659,{nan},{'JRC': {'JRC-H3230'}}
3980,Wasserkraftanlage Hb Bienstadt,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,51.001582,10.849021,{nan},{'JRC': {'JRC-H3068'}}
3981,Wasserkraftanlage Hb Espenfeld,Hydro,Run-Of-River,PP,Germany,0.075,,0,0,0,0,,,,50.812774,10.920596,{nan},{'JRC': {'JRC-H3062'}}
3982,Wasserkraftanlage Herrenmuhle,Hydro,Run-Of-River,PP,Germany,0.225,,0,0,0,0,,,,50.739203,12.155301,{nan},{'JRC': {'JRC-H2817'}}
3983,Wasserkraftanlage Hohenfichte,Hydro,Run-Of-River,PP,Germany,0.23,,0,0,0,0,,,,50.825638,13.128837,{nan},{'JRC': {'JRC-H2811'}}
3984,Wasserkraftanlage Hohenstein,Hydro,Run-Of-River,PP,Germany,0.8,,0,0,0,0,,,,51.425143,7.349392,{nan},{'JRC': {'JRC-H2569'}}
3985,Wasserkraftanlage Im Wasserbehalter Wb Steinberg,Hydro,Run-Of-River,PP,Germany,0.0844,,0,0,0,0,,,,50.789928,12.874137,{nan},{'JRC': {'JRC-H3032'}}
3986,Wasserkraftanlage Katharinenthal,Hydro,Run-Of-River,PP,Germany,0.05,,0,0,0,0,,,,49.389472,12.392978,{nan},{'JRC': {'JRC-H3168'}}
3987,Wasserkraftanlage Kettwig,Hydro,Run-Of-River,PP,Germany,1.033,,0,0,0,0,,,,51.360374,6.935374,{nan},{'JRC': {'JRC-H2554'}}
3988,Wasserkraftanlage Klosterstrasse Pfullingen,Hydro,Run-Of-River,PP,Germany,0.222,,0,0,0,0,,,,48.458704,9.22712,{nan},{'JRC': {'JRC-H2820'}}
3989,Wasserkraftanlage Kocherstetten,Hydro,Run-Of-River,PP,Germany,0.05,,0,0,0,0,,,,49.263297,9.757519,{nan},{'JRC': {'JRC-H3171'}}
3990,Wasserkraftanlage Lastauer Muhle,Hydro,Run-Of-River,PP,Germany,0.48,,0,0,0,0,,,,51.103027,12.806881,{nan},{'JRC': {'JRC-H2660'}}
3991,Wasserkraftanlage Leisnig Tragnitz,Hydro,Run-Of-River,PP,Germany,0.45,,0,0,0,0,,,,51.169751,12.918412,{nan},{'JRC': {'JRC-H2669'}}
3992,Wasserkraftanlage Liebenstein,Hydro,Run-Of-River,PP,Germany,0.132,,0,0,0,0,,,,49.812886,12.329283,{nan},{'JRC': {'JRC-H2916'}}
3993,Wasserkraftanlage Liegel,Hydro,Run-Of-River,PP,Germany,0.115,,0,0,0,0,,,,49,11,{nan},{'JRC': {'JRC-H2942'}}
3994,Wasserkraftanlage Liepe,Hydro,Run-Of-River,PP,Germany,0.065,,0,0,0,0,,,,52.8491,13.954902,{nan},{'JRC': {'JRC-H3103'}}
3995,Wasserkraftanlage Marbach An Der Floha,Hydro,Run-Of-River,PP,Germany,0.47,,0,0,0,0,,,,50.785297,13.157997,{nan},{'JRC': {'JRC-H2664'}}
3996,Wasserkraftanlage Markt Dachsbach,Hydro,Run-Of-River,PP,Germany,0.033,,0,0,0,0,,,,49.641537,10.704757,{nan},{'JRC': {'JRC-H3276'}}
3997,Wasserkraftanlage Meissenheimer Muhle,Hydro,Run-Of-River,PP,Germany,0.15,,0,0,0,0,,,,48.398613,7.761439,"{nan, nan}","{'JRC': {'JRC-H3070', 'JRC-H3071'}}"
3998,Wasserkraftanlage Mohnebogen An Der Mohne,Hydro,Run-Of-River,PP,Germany,0.16,,0,0,0,0,,,,51.462224,7.976859,{nan},{'JRC': {'JRC-H2868'}}
3999,Wasserkraftanlage Muhle Oldisleben,Hydro,Run-Of-River,PP,Germany,0.29,,0,0,0,0,,,,51.300644,11.173349,{nan},{'JRC': {'JRC-H2770'}}
4000,Wasserkraftanlage Muhle Stahmeln,Hydro,Run-Of-River,PP,Germany,0.165,,0,0,0,0,,,,51.376395,12.301523,{nan},{'JRC': {'JRC-H2866'}}
4001,Wasserkraftanlage Muhle Wetterzeube,Hydro,Run-Of-River,PP,Germany,0.4,,0,0,0,0,,,,51.004616,12.014242,{nan},{'JRC': {'JRC-H2687'}}
4002,Wasserkraftanlage Muhle Zeddenbach,Hydro,Run-Of-River,PP,Germany,0.15,,0,0,0,0,,,,51.212571,11.745831,{nan},{'JRC': {'JRC-H2887'}}
4003,Wasserkraftanlage Munsinger Strasse Bad Urach,Hydro,Run-Of-River,PP,Germany,0.22,,0,0,0,0,,,,48.474481,9.409997,{nan},{'JRC': {'JRC-H2822'}}
